,id,oplocdistrict,industryphy,industryco,enttype,state,adbusign,townsign,regtype,empnum,regcap,enttypegb,label
3524,4042,2,5,281,15,0,0,1,1,,1000.0,37,0.0
3525,6416,5,0,72,4,1,0,1,1,10.0,50.0,2,0.0
3526,5164,11,0,81,4,1,0,1,1,1.0,10.0,2,0.0
3527,6252,11,5,281,15,1,0,1,1,,2000.0,10,0.0
3528,8012,2,5,317,15,1,0,0,1,1.0,500.0,13,0.0
3529,2423,5,14,243,15,1,0,0,1,2.0,500.0,37,0.0
3530,12152,13,5,281,15,1,0,1,1,,500.0,37,0.0
3531,8768,1,0,72,4,1,0,1,1,4.0,20.0,2,0.0
3532,10520,2,0,91,15,1,0,0,1,,500.0,13,0.0
3533,9831,2,0,195,4,0,0,1,1,2.0,10.0,2,0.0
3534,6122,13,0,309,4,1,0,1,1,3.0,12.0,2,0.0
3535,12980,2,6,209,15,1,0,0,3,,80.0,13,0.0
3536,1532,11,0,72,4,1,0,1,1,2.0,10.0,2,0.0
3537,9396,1,3,54,5,1,0,1,1,10.0,500.0,29,1.0
3538,9597,2,9,237,5,1,0,1,1,3.0,10100.0,29,1.0
3539,9479,10,3,44,5,1,0,0,1,3.0,450.0,29,1.0
3540,6385,14,5,20,15,1,0,1,1,3.0,50.0,13,0.0
3541,11377,2,5,123,15,1,0,0,1,1.0,200.0,37,0.0
3542,8655,1,0,91,4,1,0,1,1,30.0,100.0,2,0.0
3543,3449,2,5,317,15,0,0,0,1,,100.0,13,0.0
3544,11518,13,6,134,15,0,0,0,1,2.0,50.0,37,0.0
3545,14778,14,0,72,4,1,0,1,1,2.0,10.0,2,0.0
3546,13884,2,5,123,15,1,0,0,1,2.0,500.0,37,0.0
3547,9150,5,5,58,15,1,0,1,1,,1000.0,36,0.0
3548,258,1,5,269,15,1,0,0,1,1.0,50.0,37,0.0
3549,2316,13,14,243,15,1,0,0,1,5.0,100.0,37,0.0
3550,322,13,5,123,15,1,0,0,1,13.0,50.0,13,0.0
3551,14445,11,5,281,15,1,0,1,1,,500.0,37,0.0
3552,14781,10,3,44,15,1,0,0,1,5.0,1000.0,40,1.0
3553,12552,13,11,165,15,1,0,0,1,3.0,30.0,37,0.0
3554,4522,2,11,241,5,1,0,0,1,10.0,10.0,22,0.0
3555,6460,5,5,233,15,1,0,0,1,,500.0,13,0.0
3556,5903,13,0,72,4,1,0,1,1,2.0,12.0,2,0.0
3557,3092,11,0,91,4,1,0,1,1,3.0,10.0,2,0.0
3558,8433,0,11,39,4,0,0,1,1,2.0,10.0,2,0.0
3559,7372,15,3,205,15,1,0,1,3,3.0,100.0,13,0.0
3560,12606,11,0,72,4,1,0,1,1,6.0,50.0,2,0.0
3561,1333,15,0,117,15,1,0,0,1,2.0,100.0,37,0.0
3562,6199,0,0,206,4,0,0,1,1,1.0,10.0,2,0.0
3563,14784,2,11,164,15,1,0,1,1,,800.0,10,0.0
3564,11117,5,0,72,4,1,0,1,1,1.0,10.0,2,0.0
3565,10693,14,0,91,15,1,0,0,3,,80.0,37,0.0
3566,9270,0,3,44,5,1,0,1,1,3.0,240100.0,29,1.0
3567,9613,2,0,72,4,1,0,1,1,1.0,10.0,2,0.0
3568,9767,13,10,275,15,1,0,0,1,2.0,500.0,13,0.0
3569,1691,0,19,312,14,1,1,1,1,0.0,180000.0,32,0.0
3570,2220,5,6,190,15,1,0,0,1,3.0,150.0,37,0.0
3571,8545,11,0,91,4,1,0,1,1,3.0,15.0,2,0.0
3572,13222,2,5,55,15,0,0,0,1,3.0,100.0,13,0.0
3573,13369,13,0,72,15,1,0,0,1,3.0,3150.0,13,0.0
3574,4080,15,5,317,15,1,0,1,1,,200.0,36,0.0
3575,12469,2,11,52,4,1,0,1,1,2.0,20.0,2,0.0
3576,13252,10,5,220,15,1,0,0,1,8.0,1000.0,36,0.0
3577,427,2,0,91,4,0,0,0,1,5.0,30.0,2,0.0
3578,8976,6,5,317,15,1,0,0,1,3.0,100.0,37,0.0
3579,3089,13,5,317,15,1,0,0,1,5.0,300.0,13,0.0
3580,4407,2,0,72,4,1,0,0,1,2.0,10.0,2,0.0
3581,6456,6,5,142,15,1,0,0,1,5.0,300.0,13,0.0
3582,4975,2,0,72,4,1,0,1,1,4.0,10.0,2,0.0
3583,13546,13,5,233,15,1,0,0,1,3.0,108.0,37,0.0
3584,958,13,0,72,4,0,0,1,1,2.0,20.0,2,0.0
3585,12102,10,0,81,4,1,0,1,1,4.0,20.0,2,0.0
3586,10701,13,11,165,15,1,0,0,1,1.0,500.0,13,0.0
3587,9014,2,5,123,15,1,0,0,1,8.0,500.0,36,0.0
3588,4067,5,5,317,15,1,0,1,1,,500.0,37,0.0
3589,7628,5,11,286,15,1,0,0,1,10.0,500.0,13,0.0
3590,13737,2,5,317,15,1,0,0,1,,2000.0,13,0.0
3591,4978,1,5,123,15,1,0,0,1,6.0,3000.0,13,0.0
3592,8055,2,0,43,15,1,0,0,1,2.0,500.0,37,0.0
3593,12435,5,11,239,15,1,0,0,1,15.0,100.0,13,0.0
3594,4322,5,0,81,4,1,0,1,1,1.0,10.0,2,0.0
3595,2770,2,0,91,4,1,0,0,1,9.0,20.0,2,0.0
3596,249,2,11,211,15,1,0,1,1,3.0,60.0,37,0.0
3597,3466,13,5,281,15,1,0,0,1,2.0,50.0,37,0.0
3598,12966,2,5,317,15,1,0,0,1,2.0,888.0,37,0.0
3599,703,10,0,81,4,1,0,1,1,2.0,20.0,2,0.0
3600,3464,5,5,123,15,2,0,0,1,6.0,200.0,10,0.0
3601,4092,2,11,30,4,1,0,0,1,5.0,10.0,2,0.0
3602,7325,5,0,249,4,1,0,0,1,1.0,100.0,2,0.0
3603,3803,5,0,91,4,1,0,0,1,2.0,10.0,2,0.0
3604,13045,13,0,304,15,1,0,0,1,3.0,10.0,37,0.0
3605,1236,14,11,136,5,0,0,0,1,5.0,500.0,22,0.0
3606,7553,14,5,269,15,1,0,0,1,3.0,500.0,13,0.0
3607,762,11,0,111,4,1,0,1,1,10.0,10.0,2,0.0
3608,3922,0,9,237,15,1,0,0,1,3.0,3080.0,36,0.0
3609,5934,5,0,72,4,1,0,1,1,2.0,10.0,2,0.0
3610,5512,13,5,317,15,1,0,0,1,3.0,300.0,13,0.0
3611,13375,2,0,72,4,1,0,0,3,1.0,20.0,2,0.0
3612,1791,14,0,249,4,1,0,1,1,2.0,10.0,2,0.0
3613,9802,5,5,123,15,0,0,0,1,2.0,10.0,37,0.0
3614,810,13,8,298,15,1,0,1,1,,100.0,37,0.0
3615,14789,5,5,269,15,1,0,0,1,5.0,500.0,13,0.0
3616,977,10,0,249,4,1,0,1,1,2.0,10.0,2,0.0
3617,3853,13,10,275,15,1,0,0,1,15.0,300.0,37,0.0
3618,7388,13,5,61,15,1,0,0,1,3.0,100.0,37,0.0
3619,5366,14,6,134,15,1,0,0,1,3.0,30.0,13,0.0
3620,8192,5,5,115,15,1,0,0,1,2.0,255.0,36,0.0
3621,13523,2,11,52,4,0,0,1,1,3.0,10.0,2,0.0
3622,13885,2,0,111,4,0,0,1,1,2.0,50.0,2,0.0
3623,3341,10,0,91,4,0,0,1,1,3.0,20.0,2,0.0
3624,783,11,0,121,4,1,0,1,1,1.0,45.0,2,0.0
3625,8855,13,5,317,15,0,0,1,1,,500.0,13,0.0
3626,2401,2,3,44,5,1,0,1,1,2.0,300000.0,29,1.0
3627,5584,14,5,20,15,1,0,1,1,3.0,100.0,13,0.0
3628,8319,11,5,317,15,1,0,0,1,3.0,30.0,37,0.0
3629,11248,2,0,91,4,1,0,1,1,1.0,10.0,2,0.0
3630,4175,2,5,123,15,1,0,0,1,2.0,500.0,37,0.0
3631,5405,5,11,78,15,1,0,0,1,3.0,500.0,37,0.0
3632,9099,5,0,91,4,1,0,1,1,1.0,10.0,2,0.0
3633,8314,15,5,175,15,1,0,0,1,5.0,68.0,13,0.0
3634,2968,5,5,317,15,1,0,0,1,5.0,300.0,13,0.0
3635,6843,11,0,91,4,1,0,0,1,1.0,20.0,2,0.0
3636,8784,6,11,241,5,1,0,0,1,3.0,100.0,22,0.0
3637,10273,2,0,309,15,1,0,0,1,5.0,50.0,13,0.0
3638,468,13,5,281,15,0,0,0,1,,108.0,13,0.0
3639,5476,5,0,40,4,0,0,1,1,10.0,60.0,2,0.0
3640,3256,1,0,249,4,1,0,0,1,1.0,10.0,2,0.0
3641,2254,5,5,123,15,1,0,0,1,1.0,100.0,37,0.0
3642,377,0,0,309,4,1,0,1,1,2.0,10.0,2,0.0
3643,10702,15,0,72,15,0,0,1,1,,100.0,37,0.0
3644,14558,1,3,44,3,1,0,1,1,,,28,1.0
3645,14417,2,11,52,4,1,0,1,1,2.0,18.6,2,0.0
3646,13436,2,9,237,5,1,0,1,1,2.0,200000.0,29,1.0
3647,13400,2,5,96,15,1,0,0,1,,50.0,37,0.0
3648,6506,2,5,317,15,1,0,0,1,5.0,100.0,37,0.0
3649,727,13,0,309,4,1,0,1,1,2.0,50.0,2,0.0
3650,4419,0,9,207,5,1,0,1,1,10.0,600.0,29,1.0
3651,3321,14,5,123,15,1,0,0,1,2.0,100.0,37,0.0
3652,910,5,0,72,4,1,0,0,1,1.0,50.0,2,0.0
3653,14318,5,5,175,15,1,0,0,1,3.0,500.0,13,0.0
3654,99,13,3,341,15,1,0,1,1,,0.5,13,0.0
3655,5234,5,5,233,15,1,0,0,1,3.0,200.0,13,0.0
3656,12027,1,0,111,4,1,0,1,1,3.0,10.0,2,0.0
3657,13026,2,3,341,5,1,0,1,1,5.0,10.0,29,1.0
3658,9786,13,6,138,15,1,0,0,1,2.0,1000.0,37,0.0
3659,7440,11,0,249,4,1,0,1,1,2.0,20.0,2,0.0
3660,9572,5,5,20,15,1,0,1,1,0.0,300.0,36,0.0
3661,2800,1,5,317,15,1,0,0,1,3.0,106.0,37,0.0
3662,9430,2,5,317,15,1,0,1,1,3.0,800.0,13,0.0
3663,4985,13,11,85,15,0,0,0,1,5.0,500.0,37,0.0
3664,10821,1,0,129,15,1,0,0,1,,500.0,37,0.0
3665,7597,2,11,165,15,1,0,0,1,1.0,500.0,37,0.0
3666,9465,5,0,111,4,1,0,1,1,1.0,50.0,2,0.0
3667,11871,13,0,249,4,1,0,1,1,2.0,10.0,2,0.0
3668,4609,13,11,136,15,1,0,0,1,2.0,50.0,37,0.0
3669,3418,1,6,134,15,1,0,0,1,2.0,20.0,37,0.0
3670,10255,1,5,281,5,1,0,0,1,2.0,10.0,29,0.0
3671,5712,14,0,194,4,1,0,1,3,3.0,10.0,2,0.0
3672,10198,5,6,267,15,1,0,1,1,2.0,100.0,10,0.0
3673,1218,6,11,241,15,1,0,0,1,5.0,100.0,13,0.0
3674,4257,5,5,123,15,1,0,0,1,50.0,1000.0,13,0.0
3675,4380,10,11,63,15,1,0,0,1,2.0,100.0,13,0.0
3676,14398,5,5,233,15,1,0,0,1,2.0,500.0,37,0.0
3677,5868,2,0,309,4,1,0,1,1,1.0,10.0,2,0.0
3678,4174,2,0,328,4,0,0,1,1,5.0,15.0,2,0.0
3679,10458,13,5,123,15,2,0,0,1,5.0,200.0,10,0.0
3680,11330,10,3,44,15,1,0,0,1,5.0,12000.0,42,0.0
3681,3882,2,3,44,15,1,0,1,1,,1000.0,37,0.0
3682,6724,13,0,121,4,1,0,1,1,2.0,50.0,2,0.0
3683,6254,1,0,81,15,1,0,0,1,5.0,300.0,36,0.0
3684,2682,2,5,123,15,1,0,0,1,3.0,500.0,37,0.0
3685,12599,5,0,72,4,1,0,0,1,3.0,10.0,2,0.0
3686,13179,0,3,44,5,1,0,1,1,3.0,17001.0,29,1.0
3687,6882,5,3,44,15,1,0,1,1,,3000.0,36,1.0
3688,6044,11,6,138,15,0,0,0,1,,30.0,13,0.0
3689,11323,2,5,123,15,1,0,0,1,2.0,100.0,13,0.0
3690,1736,13,0,309,15,1,0,0,1,6.0,500.0,13,0.0
3691,9268,14,0,72,5,1,0,0,1,1.0,30.0,22,0.0
3692,10186,1,5,96,0,1,0,0,1,,110.0,31,0.0
3693,5628,2,0,40,4,1,0,1,1,20.0,20.0,2,0.0
3694,8682,2,0,72,4,1,0,0,1,2.0,10.0,2,0.0
3695,10373,10,0,309,4,1,0,0,1,3.0,10.0,2,0.0
3696,1907,10,0,91,4,1,0,1,1,1.0,10.0,2,0.0
3697,13893,0,9,237,5,1,0,1,1,6.0,19820.0,29,0.0
3698,14727,5,6,134,15,1,0,1,1,,500.0,13,0.0
3699,11552,2,11,136,5,1,0,0,1,3.0,500.0,22,0.0
3700,3635,2,6,190,15,1,0,0,1,15.0,30.0,37,0.0
3701,6737,1,8,114,15,1,0,1,1,,1000.0,36,0.0
3702,861,5,0,309,4,1,0,1,1,1.0,20.0,2,0.0
3703,8929,14,0,249,4,1,0,0,1,4.0,15.0,2,0.0
3704,12628,2,14,243,15,1,0,0,1,3.0,100.0,13,0.0
3705,12942,10,0,72,4,1,0,1,1,1.0,10.0,2,0.0
3706,3176,0,19,312,15,1,0,1,1,3.0,50000.0,40,1.0
3707,12845,5,0,72,4,1,0,0,1,1.0,10.0,2,0.0
3708,9464,5,11,165,15,1,0,0,3,,500.0,37,0.0
3709,9010,13,0,72,4,0,0,1,1,2.0,20.0,2,0.0
3710,8998,5,5,281,15,1,0,1,1,,50.0,40,0.0
3711,5574,13,5,123,15,1,0,0,1,3.0,50.0,13,0.0
3712,6539,2,5,50,15,1,0,0,1,,280.0,37,0.0
3713,14561,13,11,165,15,1,0,0,1,,500.0,37,0.0
3714,7116,2,3,98,5,1,0,1,1,10.0,29634.0,29,1.0
3715,11743,14,5,115,15,1,0,0,1,5.0,500.0,13,0.0
3716,1053,14,0,72,4,1,0,0,1,1.0,10.0,2,0.0
3717,14766,13,0,91,4,1,0,1,1,2.0,10.0,2,0.0
3718,5944,2,11,245,15,1,0,1,1,,200.0,13,0.0
3719,2600,5,0,91,4,1,0,1,1,5.0,20.0,2,0.0
3720,2512,5,0,72,4,0,0,1,1,5.0,10.0,2,0.0
3721,4861,13,11,165,15,1,0,0,1,4.0,100.0,13,0.0
3722,14641,0,9,237,15,1,0,1,1,0.0,1000.0,13,1.0
3723,12790,5,3,44,5,1,0,1,1,10.0,29750.0,29,1.0
3724,11500,13,11,211,15,1,0,0,1,4.0,200.0,13,0.0
3725,3077,1,3,313,15,1,0,1,1,0.0,2000.0,13,0.0
3726,7400,2,5,73,15,1,0,0,1,3.0,1000.0,13,0.0
3727,3247,14,6,69,15,1,0,0,1,1.0,30.0,37,0.0
3728,5775,11,0,72,15,1,0,0,1,2.0,200.0,13,0.0
3729,10800,5,10,306,15,1,0,0,1,3.0,10.0,13,0.0
3730,8420,13,0,309,4,0,0,1,1,3.0,13.0,2,0.0
3731,10308,15,6,134,15,1,0,0,1,4.0,50.0,13,0.0
3732,2367,13,3,44,15,1,0,0,1,,1000.0,13,1.0
3733,9521,14,0,309,4,1,0,0,1,1.0,10.0,2,0.0
3734,7968,5,11,211,4,1,0,0,1,2.0,10.0,2,0.0
3735,3738,13,5,281,15,1,0,1,1,,50.0,13,0.0
3736,2346,1,5,317,15,1,0,0,1,2.0,500.0,13,0.0
3737,9134,13,5,58,15,1,0,0,1,2.0,200.0,13,0.0
3738,10133,11,0,91,4,1,0,1,1,1.0,10.0,2,0.0
3739,5081,14,5,20,15,1,0,1,1,,50.0,13,0.0
3740,13366,13,0,72,4,1,0,1,1,1.0,20.0,2,0.0
3741,3941,11,0,249,4,1,0,1,1,1.0,12.0,2,0.0
3742,12010,6,5,58,15,1,0,0,1,50.0,1000.0,13,0.0
3743,12285,13,11,102,15,1,0,0,1,3.0,50.0,37,0.0
3744,14608,13,5,123,15,0,0,1,1,2.0,800.0,37,0.0
3745,3494,2,0,72,4,1,0,0,1,3.0,40.0,2,0.0
3746,8560,13,5,317,15,1,0,1,1,,500.0,13,0.0
3747,6390,5,5,115,15,1,0,0,1,3.0,200.0,13,0.0
3748,14854,5,5,123,15,0,0,0,1,2.0,1000.0,37,0.0
3749,11260,13,11,102,15,1,0,0,1,3.0,200.0,13,0.0
3750,5767,10,0,309,4,1,0,1,1,3.0,20.0,2,0.0
3751,3031,2,0,72,4,1,0,1,1,1.0,10.0,2,0.0
3752,7091,5,5,123,15,1,0,1,1,1.0,2000.0,40,0.0
3753,3746,10,0,91,15,0,0,0,1,3.0,200.0,13,0.0
3754,12629,2,0,89,4,1,0,1,1,3.0,10.0,2,0.0
3755,8833,2,0,249,4,1,0,1,1,1.0,12.0,2,0.0
3756,14686,13,6,138,15,1,0,1,1,2.0,20.0,13,0.0
3757,8512,5,10,275,15,1,0,0,1,2.0,100.0,13,0.0
3758,632,5,0,249,4,1,0,0,1,4.0,10.0,2,0.0
3759,11367,1,0,111,4,1,0,1,1,4.0,23.0,2,0.0
3760,8658,5,0,309,15,1,0,0,1,,200.0,13,0.0
3761,11283,13,5,123,15,1,0,0,1,2.0,100.0,13,0.0
3762,7314,0,11,165,15,1,0,1,1,0.0,1000.0,40,0.0
3763,3372,5,0,91,4,1,0,0,1,4.0,20.0,2,0.0
3764,5376,1,0,91,4,1,0,1,1,2.0,20.0,2,0.0
3765,1308,5,0,249,4,0,0,1,1,2.0,30.0,2,0.0
3766,14043,14,5,20,15,1,0,1,1,,50.0,13,0.0
3767,1841,0,0,72,4,1,0,0,1,1.0,10.0,2,0.0
3768,10732,6,11,165,15,1,0,0,1,5.0,10.0,13,0.0
3769,14708,11,11,136,15,1,0,0,1,3.0,50.0,37,0.0
3770,14359,13,0,72,4,1,0,1,1,7.0,30.0,2,0.0
3771,9157,11,5,281,15,0,0,1,1,,20.0,37,0.0
3772,10639,1,11,136,15,1,0,0,1,8.0,300.0,13,0.0
3773,7214,2,5,123,15,1,0,0,1,2.0,500.0,37,0.0
3774,5416,2,0,91,4,0,0,0,1,6.0,50.0,2,0.0
3775,11459,2,9,237,5,1,0,0,1,5.0,10.0,29,1.0
3776,3607,14,0,249,4,1,0,0,1,1.0,10.0,2,0.0
3777,10698,14,0,309,4,1,0,1,1,1.0,10.0,2,0.0
3778,6088,13,0,72,4,0,0,1,1,10.0,30.0,2,0.0
3779,10075,5,5,123,15,1,0,0,1,2.0,10.0,37,0.0
3780,9701,2,5,175,15,1,0,1,1,,300.0,13,0.0
3781,5072,5,5,281,15,0,0,0,1,,288.0,37,0.0
3782,3132,5,14,243,15,1,0,0,1,3.0,2168.0,13,0.0
3783,2321,2,5,123,15,1,0,0,1,3.0,200.0,37,0.0
3784,6089,10,9,197,15,1,0,1,1,0.0,5000.0,36,1.0
3785,9581,14,11,136,15,1,0,0,1,10.0,50.0,37,0.0
3786,12686,5,5,58,15,1,0,1,1,,50.0,13,0.0
3787,64,6,5,123,15,0,0,0,1,3.0,200.0,37,0.0
3788,8603,2,11,30,4,1,0,0,1,1.0,20.0,2,0.0
3789,87,2,10,110,15,1,0,1,1,,10.0,37,0.0
3790,223,13,5,123,15,1,0,0,1,3.0,500.0,37,0.0
3791,10286,5,5,123,15,1,0,0,1,3.0,100.0,37,0.0
3792,14039,1,5,233,15,1,0,0,1,10.0,480.0,40,0.0
3793,4147,1,5,50,15,1,0,0,1,10.0,100.0,13,0.0
3794,585,2,11,39,15,1,0,0,1,3.0,1000.0,13,0.0
3795,8694,1,5,258,15,1,0,0,1,3.0,50.0,37,0.0
3796,583,5,0,72,4,1,0,1,1,10.0,60.0,2,0.0
3797,5591,5,0,249,4,1,0,1,1,1.0,13.0,2,0.0
3798,11357,5,5,115,15,1,0,0,1,3.0,50.0,13,0.0
3799,12058,5,11,239,15,1,0,0,1,3.0,300.0,13,0.0
3800,3045,5,0,111,4,0,0,0,1,3.0,20.0,2,0.0
3801,6538,2,9,237,5,1,0,1,1,5.0,487000.0,29,1.0
3802,512,2,6,134,15,1,0,0,1,6.0,30.0,36,0.0
3803,11984,5,5,317,15,1,0,0,1,5.0,50.0,37,0.0
3804,2891,2,11,30,4,1,0,1,1,4.0,30.0,2,0.0
3805,105,2,6,138,15,1,0,0,1,30.0,50.0,37,0.0
3806,8798,1,19,312,15,1,0,1,1,0.0,10000.0,13,1.0
3807,5046,2,3,44,5,1,0,1,1,10.0,400100.0,29,1.0
3808,9485,2,5,73,15,1,0,0,1,5.0,1265.0,13,0.0
3809,7832,2,0,81,4,0,0,0,1,2.0,100.0,2,0.0
3810,10624,2,5,58,15,1,0,0,1,3.0,5000.0,13,0.0
3811,2795,2,0,249,4,1,0,0,1,2.0,10.0,2,0.0
3812,7039,2,0,249,4,1,0,0,1,2.0,10.0,2,0.0
3813,2086,15,5,281,15,1,0,0,1,3.0,200.0,13,0.0
3814,4372,2,0,129,4,1,0,0,1,4.0,30.0,2,0.0
3815,13855,10,0,254,15,0,0,0,1,6.0,50.0,13,0.0
3816,11230,11,5,25,15,1,0,0,1,5.0,50.0,13,0.0
3817,9495,2,3,44,15,1,0,1,1,,5000.0,40,1.0
3818,3633,5,0,81,15,1,0,0,1,5.0,10.0,37,0.0
3819,2175,10,0,72,4,1,0,1,1,3.0,10.0,2,0.0
3820,4302,14,0,72,15,1,0,0,1,,2000.0,13,0.0
3821,8124,2,0,72,4,1,0,1,1,1.0,10.0,2,0.0
3822,13643,2,5,123,15,0,0,0,1,3.0,500.0,37,0.0
3823,5910,14,5,220,15,1,0,0,1,4.0,2000.0,13,0.0
3824,7547,11,0,249,4,1,0,1,1,3.0,50.0,2,0.0
3825,4928,2,0,249,4,0,0,1,1,4.0,10.0,2,0.0
3826,7142,5,5,73,15,1,0,0,1,13.0,350.0,13,0.0
3827,862,13,5,96,15,1,0,1,1,,300.0,37,0.0
3828,1378,10,5,317,15,1,0,0,1,3.0,200.0,37,0.0
3829,5375,1,14,243,15,1,0,0,1,3.0,100.0,37,0.0
3830,350,2,5,123,15,1,0,0,1,4.0,100.0,40,0.0
3831,1830,2,5,123,15,1,0,0,1,2.0,1000.0,13,0.0
3832,12342,11,5,67,15,0,0,0,1,,50.0,13,0.0
3833,9282,5,5,123,15,1,0,0,1,2.0,10.0,37,0.0
3834,2236,2,6,190,15,1,0,0,1,1.0,100.0,37,0.0
3835,1763,5,0,72,4,1,0,1,1,5.0,30.0,2,0.0
3836,14086,13,11,239,15,1,0,0,1,3.0,7840.0,13,0.0
3837,8692,2,0,91,4,1,0,0,1,10.0,300.0,2,0.0
3838,4744,2,0,72,4,1,0,0,1,3.0,10.0,2,0.0
3839,4081,14,0,72,4,1,0,0,1,2.0,10.0,2,0.0
3840,14726,3,0,72,15,1,0,0,1,3.0,100.0,37,0.0
3841,3912,14,0,91,4,1,0,1,1,3.0,15.0,2,0.0
3842,11609,13,0,72,15,0,0,1,1,,50.0,37,0.0
3843,8883,1,0,72,4,1,0,0,1,2.0,10.0,2,0.0
3844,9130,5,0,91,15,1,0,0,1,5.0,50.0,40,0.0
3845,13264,5,0,309,4,1,0,0,1,3.0,40.0,2,0.0
3846,9653,1,0,249,4,1,0,1,1,8.0,30.0,2,0.0
3847,1020,11,0,91,4,1,0,1,1,6.0,800.0,2,0.0
3848,7517,2,9,197,15,1,0,1,1,,1000.0,13,0.0
3849,10084,10,0,309,4,1,0,1,1,3.0,50.0,2,0.0
3850,3563,0,5,20,15,1,1,0,1,0.0,200.0,13,0.0
3851,9843,13,5,58,15,1,0,0,1,,500.0,37,0.0
3852,13441,13,11,165,15,1,0,1,1,3.0,100.0,37,0.0
3853,477,1,3,143,15,1,0,1,1,0.0,10780.0,13,1.0
3854,305,5,5,123,15,1,0,0,1,3.0,600.0,13,0.0
3855,13532,2,11,211,15,1,0,0,1,3.0,50.0,37,0.0
3856,11526,5,5,175,15,1,0,0,1,2.0,10.0,37,0.0
3857,10146,2,3,44,5,1,0,0,1,5.0,21800.0,29,1.0
3858,366,5,5,20,15,0,0,1,1,,10.0,13,0.0
3859,13171,2,11,245,4,1,0,1,1,5.0,10.0,2,0.0
3860,9736,2,5,67,15,1,0,0,1,3.0,10.0,37,0.0
3861,2771,14,5,67,15,1,0,0,1,2.0,28000.0,37,0.0
3862,6386,5,5,58,15,0,0,1,1,,2000.0,40,0.0
3863,5524,6,0,121,4,1,0,1,1,1.0,10.0,2,0.0
3864,1900,10,0,91,4,1,0,1,1,5.0,10.0,2,0.0
3865,10918,11,5,123,5,0,0,0,1,5.0,10.0,22,0.0
3866,1468,13,5,317,15,1,0,1,1,,3000.0,40,0.0
3867,628,14,10,93,4,0,0,1,1,2.0,25.8,2,0.0
3868,12132,5,5,317,15,1,0,0,1,2.0,500.0,13,0.0
3869,1598,2,5,317,15,1,0,0,1,2.0,200.0,37,0.0
3870,8633,2,5,123,15,1,0,0,1,3.0,10.0,13,0.0
3871,1191,2,0,249,4,1,0,0,1,6.0,50.0,2,0.0
3872,12992,2,5,317,15,1,0,0,1,,100.0,37,0.0
3873,10824,11,0,72,4,1,0,0,1,12.0,45.0,2,0.0
3874,10236,5,5,317,15,1,0,0,1,1.0,20.0,37,0.0
3875,10714,5,0,249,4,1,0,0,1,3.0,10.0,2,0.0
3876,11425,11,0,72,4,1,0,1,1,2.0,100.0,2,0.0
3877,8659,1,11,30,4,1,0,0,1,2.0,32.0,2,0.0
3878,13338,1,5,123,15,1,0,0,1,2.0,100.0,13,0.0
3879,11696,2,0,91,4,1,0,0,1,3.0,10.0,2,0.0
3880,3767,2,9,95,5,1,0,0,1,2.0,10.0,29,0.0
3881,1528,5,0,40,4,0,0,1,1,1.0,50.0,2,0.0
3882,242,0,5,58,15,1,0,1,1,,200.0,13,0.0
3883,13601,11,5,317,15,1,0,0,1,5.0,7500.0,36,0.0
3884,5014,13,0,91,4,1,0,1,1,1.0,10.0,2,0.0
3885,9528,1,5,123,15,1,0,0,1,3.0,500.0,37,0.0
3886,12639,2,0,309,4,1,0,1,1,1.0,10.0,2,0.0
3887,13074,13,5,317,15,1,0,1,1,,500.0,13,0.0
3888,13041,10,0,91,4,1,0,1,1,4.0,10.0,2,0.0
3889,14615,11,5,58,15,0,0,0,1,5.0,500.0,13,0.0
3890,4314,14,5,123,15,0,0,0,1,3.0,100.0,13,0.0
3891,4400,13,0,309,4,1,0,1,1,3.0,30.0,2,0.0
3892,1704,2,9,237,5,1,0,1,1,2.0,10.0,29,1.0
3893,995,5,5,73,15,1,0,0,1,2.0,500.0,37,0.0
3894,1461,10,0,91,4,1,0,0,1,2.0,10.0,2,0.0
3895,7322,0,5,281,15,1,0,1,1,,50.0,13,0.0
3896,2511,1,0,304,15,1,0,1,1,5.0,60.0,37,0.0
3897,2509,5,5,258,15,1,0,0,1,2.0,600.0,37,0.0
3898,2565,5,5,281,15,1,0,1,1,,500.0,37,0.0
3899,12596,0,6,138,15,1,0,0,1,4.0,80.0,37,0.0
3900,811,13,0,72,4,1,0,1,1,2.0,100.0,2,0.0
3901,12265,11,0,249,4,1,0,1,1,3.0,10.0,2,0.0
3902,12945,10,0,309,4,0,0,0,1,2.0,10.0,2,0.0
3903,8888,13,5,258,15,1,0,0,1,3.0,500.0,13,0.0
3904,13933,10,11,225,15,1,0,0,1,4.0,100.0,37,0.0
3905,14061,6,11,136,15,1,0,0,1,4.0,100.0,37,0.0
3906,7201,5,11,165,15,1,0,1,1,,100.0,37,0.0
3907,789,2,9,197,16,1,0,1,1,,,48,0.0
3908,4349,2,11,102,15,1,0,0,1,2.0,10.0,37,0.0
3909,14129,5,11,165,15,1,0,1,1,,500.0,13,0.0
3910,8310,11,0,249,4,0,0,1,1,2.0,10.0,2,0.0
3911,5268,14,0,249,4,1,0,1,1,4.0,18.0,2,0.0
3912,10933,11,6,190,15,1,0,0,1,1.0,100.0,37,0.0
3913,7451,1,0,91,4,0,0,0,1,1.0,20.0,2,0.0
3914,13790,0,0,249,4,1,0,1,1,1.0,10.0,2,0.0
3915,4030,14,0,112,4,1,0,1,1,4.0,30.0,2,0.0
