,Unnamed: 0,oplocdistrict,industryphy,industryco,enttype,state,adbusign,townsign,regtype,empnum,regcap,enttypegb,label
4609,4609,14,0,72,4,0,0,1,1,5,1,2,0.0
4610,4610,13,5,123,15,0,0,0,1,3,2,13,0.0
4611,4611,2,5,258,15,1,0,0,1,5,2,37,0.0
4612,4612,0,3,205,15,1,0,1,1,0,3,13,1.0
4613,4613,2,9,237,5,1,0,1,1,2,8,29,1.0
4614,4614,11,5,123,15,1,0,0,1,2,2,37,0.0
4615,4615,13,0,309,4,1,0,1,1,2,0,2,0.0
4616,4616,2,5,333,15,1,0,0,1,13,4,13,0.0
4617,4617,14,0,249,4,1,0,1,1,2,1,2,0.0
4618,4618,13,5,55,15,1,0,0,1,10,4,13,0.0
4619,4619,11,5,50,5,2,0,0,3,5,2,22,0.0
4620,4620,5,0,289,4,1,0,0,1,2,0,2,0.0
4621,4621,5,0,304,15,1,0,0,1,3,2,37,0.0
4622,4622,2,5,317,15,1,0,0,1,5,4,36,0.0
4623,4623,5,9,95,16,1,0,0,4,3,4,15,0.0
4624,4624,5,5,317,15,1,0,0,1,3,4,13,0.0
4625,4625,2,5,175,15,1,0,0,1,4,4,13,0.0
4626,4626,2,9,237,5,1,0,1,1,2,9,29,1.0
4627,4627,5,14,243,15,1,0,0,1,3,4,37,0.0
4628,4628,11,0,81,4,1,0,1,1,1,0,2,0.0
4629,4629,13,3,205,15,1,0,1,1,3,1,37,0.0
4630,4630,5,5,142,15,1,0,0,1,10,2,36,0.0
4631,4631,0,3,19,3,1,0,1,1,3,4,28,1.0
4632,4632,13,0,304,15,1,0,0,1,5,2,13,0.0
4633,4633,11,11,39,15,1,0,0,1,3,4,13,0.0
4634,4634,1,5,123,15,1,0,0,1,10,6,13,0.0
4635,4635,5,0,91,4,1,0,0,1,1,0,2,0.0
4636,4636,2,0,72,4,0,0,1,1,4,1,2,0.0
4637,4637,6,0,15,15,1,0,0,1,2,1,13,0.0
4638,4638,13,11,136,15,1,0,0,1,3,2,13,0.0
4639,4639,15,11,136,4,1,0,1,1,19,1,2,0.0
4640,4640,11,11,225,15,1,0,0,1,1,2,37,0.0
4641,4641,10,0,91,4,1,0,1,1,6,0,2,0.0
4642,4642,2,5,50,15,1,0,0,1,2,2,37,0.0
4643,4643,11,0,309,4,1,0,0,1,5,1,2,0.0
4644,4644,1,14,272,15,1,0,1,1,2,3,13,0.0
4645,4645,1,0,91,15,1,0,1,1,3,9,36,1.0
4646,4646,2,0,40,4,0,0,0,1,3,1,2,0.0
4647,4647,13,5,123,15,0,0,0,1,3,2,13,0.0
4648,4648,6,0,117,15,1,0,0,1,2,2,37,0.0
4649,4649,5,5,333,15,1,0,1,1,3,4,13,0.0
4650,4650,0,0,81,4,1,0,0,1,2,0,2,0.0
4651,4651,11,0,121,15,0,0,0,1,3,2,13,0.0
4652,4652,1,11,30,4,1,0,0,1,3,1,2,0.0
4653,4653,2,0,121,4,1,0,1,1,1,0,2,0.0
4654,4654,5,0,91,15,1,0,0,3,3,6,13,0.0
4655,4655,0,9,237,5,1,0,0,1,5,0,29,1.0
4656,4656,13,0,91,4,1,0,1,1,3,0,2,0.0
4657,4657,0,0,91,15,1,0,0,3,3,4,36,1.0
4658,4658,1,5,50,5,0,0,1,1,1,0,22,0.0
4659,4659,5,0,289,4,1,0,1,1,1,0,2,0.0
4660,4660,5,5,25,5,1,0,0,1,6,2,22,0.0
4661,4661,5,11,52,4,1,0,0,1,1,1,2,0.0
4662,4662,2,5,269,15,1,0,0,1,5,2,37,0.0
4663,4663,3,14,243,15,1,0,0,1,3,7,13,0.0
4664,4664,11,0,146,4,1,0,0,1,3,0,2,0.0
4665,4665,1,10,275,5,1,0,0,1,60,2,22,0.0
4666,4666,13,0,91,15,1,0,1,1,2,1,13,0.0
4667,4667,5,11,165,15,0,0,1,1,3,4,36,0.0
4668,4668,0,5,233,12,1,0,0,1,3,2,14,0.0
4669,4669,15,11,211,15,1,0,0,1,5,0,13,0.0
4670,4670,13,5,123,15,1,0,0,1,5,2,13,0.0
4671,4671,14,6,190,4,1,0,0,1,10,1,2,0.0
4672,4672,2,11,136,15,0,0,1,1,3,1,37,0.0
4673,4673,5,5,123,15,1,0,0,1,2,4,13,0.0
4674,4674,1,11,52,15,0,0,0,1,3,2,13,0.0
4675,4675,1,0,72,4,1,0,1,1,3,1,2,0.0
4676,4676,13,5,96,15,1,0,0,1,3,6,13,0.0
4677,4677,13,0,91,4,1,0,0,1,2,0,2,0.0
4678,4678,2,0,91,15,1,0,1,1,3,2,13,0.0
4679,4679,13,5,123,15,1,0,0,1,5,4,37,0.0
4680,4680,6,5,58,15,1,0,0,1,5,2,13,0.0
4681,4681,5,11,211,4,1,0,1,1,1,2,2,0.0
4682,4682,1,9,237,5,1,0,1,1,1,4,29,0.0
4683,4683,11,0,249,15,1,0,0,1,2,2,37,0.0
4684,4684,11,0,72,4,1,0,1,1,2,0,2,0.0
4685,4685,0,5,20,15,1,1,0,1,0,4,13,0.0
4686,4686,2,0,72,15,0,0,1,1,3,4,13,0.0
4687,4687,13,5,123,15,2,0,1,1,2,4,36,0.0
4688,4688,5,0,72,4,1,0,1,1,5,1,2,0.0
4689,4689,2,0,328,15,1,0,0,1,5,4,13,0.0
4690,4690,5,0,304,15,1,0,0,3,3,4,37,0.0
4691,4691,13,5,258,15,1,0,0,1,5,3,13,0.0
4692,4692,13,11,165,15,1,0,0,1,3,3,37,0.0
4693,4693,2,0,72,4,0,0,1,1,2,2,2,0.0
4694,4694,1,11,165,15,1,0,0,1,7,6,13,0.0
4695,4695,1,5,317,15,1,0,0,1,2,2,13,0.0
4696,4696,11,11,165,15,0,0,0,1,1,0,37,0.0
4697,4697,5,0,249,4,1,0,1,1,3,0,2,0.0
4698,4698,0,3,44,15,1,0,1,1,5,8,40,1.0
4699,4699,10,0,185,4,1,0,1,1,3,0,2,0.0
4700,4700,2,9,237,5,1,0,1,1,2,8,29,1.0
4701,4701,1,0,249,4,1,0,1,1,1,0,2,0.0
4702,4702,11,0,91,15,1,0,0,1,6,3,13,0.0
4703,4703,14,5,73,15,1,0,0,1,2,4,37,0.0
4704,4704,2,11,165,15,1,0,0,1,2,4,13,0.0
4705,4705,10,5,123,15,1,0,0,1,5,3,13,0.0
4706,4706,14,5,317,15,1,0,0,1,1,2,37,0.0
4707,4707,2,0,81,4,1,0,1,1,2,1,2,0.0
4708,4708,5,5,123,15,1,0,0,1,3,6,37,0.0
4709,4709,2,5,123,15,1,0,0,1,2,2,13,0.0
4710,4710,6,5,317,15,1,0,0,1,3,4,13,0.0
4711,4711,1,5,175,15,1,0,0,1,2,2,13,0.0
4712,4712,5,5,317,15,1,0,0,1,5,4,37,0.0
4713,4713,5,5,73,15,1,0,0,1,100,6,10,0.0
4714,4714,1,0,328,4,1,0,1,1,2,0,2,0.0
4715,4715,14,11,165,4,1,0,1,3,2,0,2,0.0
4716,4716,13,5,123,15,1,0,0,1,3,0,13,0.0
4717,4717,1,14,243,15,1,0,0,1,2,4,37,0.0
4718,4718,13,5,175,15,1,0,0,1,2,2,13,0.0
4719,4719,1,11,211,4,0,0,1,1,6,1,2,0.0
4720,4720,14,0,72,15,1,0,0,1,3,3,37,0.0
4721,4721,10,14,170,15,1,0,0,1,3,4,40,0.0
4722,4722,2,14,59,15,1,0,0,1,1,7,37,0.0
4723,4723,2,5,258,15,1,0,0,1,2,2,13,0.0
4724,4724,5,0,249,4,0,0,1,1,2,0,2,0.0
4725,4725,11,5,142,15,1,0,0,1,2,0,37,0.0
4726,4726,10,5,123,15,0,0,0,1,20,7,13,0.0
4727,4727,1,0,249,15,1,0,1,1,3,1,13,0.0
4728,4728,5,5,317,5,1,0,0,3,10,4,22,0.0
4729,4729,10,0,309,4,1,0,1,1,1,0,2,0.0
4730,4730,13,11,239,5,1,0,0,1,1,2,22,0.0
4731,4731,13,14,261,15,1,0,0,1,21,6,13,0.0
4732,4732,2,5,25,4,1,0,1,1,4,0,2,0.0
4733,4733,5,0,81,15,1,0,0,1,4,1,13,0.0
4734,4734,6,5,317,15,1,0,0,1,2,4,37,0.0
4735,4735,15,9,95,5,1,0,1,1,19,2,29,1.0
4736,4736,0,19,312,15,1,0,0,1,0,7,10,0.0
4737,4737,1,0,72,4,1,0,1,1,5,2,2,0.0
4738,4738,0,5,233,15,1,0,1,1,3,6,13,0.0
4739,4739,2,9,237,5,0,0,1,1,3,9,29,1.0
4740,4740,2,5,281,15,0,0,0,1,1,2,37,0.0
4741,4741,13,5,317,15,1,0,0,1,3,4,13,0.0
4742,4742,15,0,35,4,0,0,1,1,1,0,2,0.0
4743,4743,2,0,129,4,1,0,0,1,5,1,2,0.0
4744,4744,2,0,91,4,1,0,0,1,3,0,2,0.0
4745,4745,13,5,123,15,1,0,0,1,2,4,13,0.0
4746,4746,1,10,110,4,1,0,1,1,2,0,2,0.0
4747,4747,1,5,258,15,1,0,0,1,20,2,13,0.0
4748,4748,2,5,317,15,0,0,1,1,3,4,37,0.0
4749,4749,1,0,309,15,1,0,1,1,3,1,37,0.0
4750,4750,1,0,249,15,1,0,0,1,3,0,37,0.0
4751,4751,5,14,124,15,1,0,0,1,4,6,13,0.0
4752,4752,13,0,72,4,0,0,1,1,4,0,2,0.0
4753,4753,15,0,72,4,0,0,1,1,1,0,2,0.0
4754,4754,2,11,30,4,1,0,0,1,2,0,2,0.0
4755,4755,0,3,44,5,1,0,1,1,5,8,29,1.0
4756,4756,13,0,309,15,1,0,0,1,2,2,13,0.0
4757,4757,13,5,317,15,1,0,0,1,5,4,13,0.0
4758,4758,11,5,73,15,1,0,0,1,2,4,37,0.0
4759,4759,1,0,249,4,1,0,1,1,2,0,2,0.0
4760,4760,2,10,110,5,0,0,1,1,9,4,22,0.0
4761,4761,14,0,309,15,1,0,0,1,2,2,13,0.0
4762,4762,5,5,317,15,1,0,1,1,2,6,13,0.0
4763,4763,13,0,91,4,1,0,1,1,2,0,2,0.0
4764,4764,11,0,72,15,1,0,0,1,2,4,37,0.0
4765,4765,2,0,91,15,1,0,0,1,2,2,13,0.0
4766,4766,14,11,136,15,1,0,0,1,2,2,37,0.0
4767,4767,1,0,81,4,1,0,0,1,2,1,2,0.0
4768,4768,2,6,267,15,1,0,0,1,12,2,13,0.0
4769,4769,5,5,20,15,0,0,1,1,3,0,13,0.0
4770,4770,1,11,165,15,1,0,0,1,5,4,13,0.0
4771,4771,0,11,92,4,1,0,0,1,1,0,2,0.0
4772,4772,1,0,91,4,1,0,1,1,5,2,2,0.0
4773,4773,13,14,243,15,1,0,0,1,3,4,13,0.0
4774,4774,5,0,121,4,1,0,0,1,1,0,2,0.0
4775,4775,13,0,72,4,1,0,1,1,2,2,2,0.0
4776,4776,1,0,72,4,0,0,1,1,6,1,2,0.0
4777,4777,5,0,309,4,1,0,1,1,1,1,2,0.0
4778,4778,11,5,175,15,1,0,0,1,13,4,13,0.0
4779,4779,5,5,175,15,1,0,0,1,5,2,13,0.0
4780,4780,0,5,58,15,1,0,0,1,3,2,37,0.0
4781,4781,2,9,197,16,1,0,1,1,3,4,48,0.0
4782,4782,13,0,72,4,1,0,1,1,2,0,2,0.0
4783,4783,0,3,44,5,1,0,1,1,10,7,29,1.0
4784,4784,11,6,134,4,0,0,1,1,6,1,2,0.0
4785,4785,13,5,123,15,1,0,0,1,2,2,13,0.0
4786,4786,2,6,134,15,1,0,0,1,3,2,37,0.0
4787,4787,5,0,72,4,1,0,0,1,4,0,2,0.0
4788,4788,10,3,44,5,1,0,1,1,3,4,29,0.0
4789,4789,2,0,91,4,1,0,0,1,3,0,2,0.0
4790,4790,0,9,237,12,1,0,0,3,3,6,14,1.0
4791,4791,0,5,58,15,1,0,0,1,3,4,37,0.0
4792,4792,6,0,40,4,0,0,1,1,5,1,2,0.0
4793,4793,5,11,211,4,1,0,1,1,7,2,2,0.0
4794,4794,15,11,30,4,1,0,1,1,2,0,2,0.0
4795,4795,13,5,281,15,1,0,0,1,3,2,37,0.0
4796,4796,14,5,123,15,1,0,0,1,3,2,13,0.0
4797,4797,2,0,249,4,1,0,0,1,3,1,2,0.0
4798,4798,10,3,44,15,1,0,1,1,3,6,37,1.0
4799,4799,2,5,123,15,1,0,0,1,2,4,37,0.0
4800,4800,10,0,129,4,1,0,1,1,3,1,2,0.0
4801,4801,13,11,136,15,1,0,0,1,2,2,13,0.0
4802,4802,13,5,123,15,0,0,0,1,2,2,13,0.0
4803,4803,2,0,81,4,1,0,0,1,5,0,2,0.0
4804,4804,5,5,258,15,1,0,0,1,5,2,37,0.0
4805,4805,13,5,58,15,0,0,0,1,5,2,13,0.0
4806,4806,13,0,146,4,1,0,1,1,1,0,2,0.0
4807,4807,1,0,72,4,1,0,1,1,3,0,2,0.0
4808,4808,2,10,137,15,0,0,1,1,3,2,13,0.0
4809,4809,2,6,134,15,1,0,0,1,2,4,37,0.0
4810,4810,13,0,328,15,0,0,0,1,3,3,37,0.0
4811,4811,10,5,123,15,1,0,0,1,3,3,37,0.0
4812,4812,5,5,333,15,0,0,0,1,3,4,13,0.0
4813,4813,2,10,139,15,1,0,0,1,3,6,13,0.0
4814,4814,5,5,344,15,1,0,0,1,10,2,36,0.0
4815,4815,2,0,91,15,1,0,0,1,3,4,13,0.0
4816,4816,1,5,281,15,1,0,0,1,2,2,37,0.0
4817,4817,2,5,123,15,1,0,0,1,1,2,37,0.0
4818,4818,5,5,220,15,1,0,1,1,30,6,13,0.0
4819,4819,0,3,205,3,0,0,1,1,3,4,3,1.0
4820,4820,2,0,72,4,1,0,0,1,1,0,2,0.0
4821,4821,5,14,243,15,1,0,0,1,3,4,13,0.0
4822,4822,13,5,123,15,1,0,0,1,3,3,37,0.0
4823,4823,13,5,123,15,1,0,0,1,2,2,37,0.0
4824,4824,5,0,309,15,1,0,0,1,3,6,13,0.0
4825,4825,5,0,72,4,1,0,0,1,1,1,2,0.0
4826,4826,6,0,91,15,1,0,0,1,2,2,37,0.0
4827,4827,2,5,317,15,0,0,0,1,3,3,13,0.0
4828,4828,5,0,91,15,1,0,0,1,2,2,13,0.0
4829,4829,11,5,175,15,1,0,0,1,8,4,37,0.0
4830,4830,5,0,249,4,1,0,0,1,2,1,2,0.0
4831,4831,1,0,72,4,1,0,1,1,20,3,2,0.0
4832,4832,2,10,110,15,1,0,0,1,20,2,37,0.0
4833,4833,0,9,95,5,1,0,1,1,8,6,30,0.0
4834,4834,2,0,72,4,1,0,1,1,2,1,2,0.0
4835,4835,13,11,165,15,1,0,0,1,5,2,13,0.0
4836,4836,2,5,233,15,1,0,0,1,2,4,37,0.0
4837,4837,1,5,73,15,1,0,0,1,3,6,13,0.0
4838,4838,2,0,91,15,1,0,0,1,3,2,37,0.0
4839,4839,6,0,309,4,1,0,0,1,4,1,2,0.0
4840,4840,5,3,44,15,1,0,1,1,3,2,13,0.0
4841,4841,14,0,91,5,1,0,0,1,2,1,22,0.0
4842,4842,2,9,237,5,1,0,1,1,5,6,29,1.0
4843,4843,5,3,44,15,1,0,0,1,4,6,10,1.0
4844,4844,14,5,20,15,1,0,1,1,3,2,13,0.0
4845,4845,5,5,20,15,1,0,0,1,3,2,37,0.0
4846,4846,5,5,123,15,1,0,0,1,3,4,13,0.0
4847,4847,5,5,123,15,1,0,0,1,2,4,13,0.0
4848,4848,5,5,317,15,1,0,0,1,2,2,37,0.0
4849,4849,14,0,249,4,1,0,0,1,1,0,2,0.0
4850,4850,2,14,319,15,1,0,0,1,2,3,13,0.0
4851,4851,2,5,115,15,1,0,0,1,3,5,37,0.0
4852,4852,5,5,258,15,1,0,0,1,3,1,13,0.0
4853,4853,1,11,103,15,1,0,0,1,2,2,37,0.0
4854,4854,1,5,123,15,1,0,0,1,18,4,13,0.0
4855,4855,5,0,309,4,1,0,0,1,3,1,2,0.0
4856,4856,1,5,233,15,1,0,0,1,10,2,36,0.0
4857,4857,1,5,123,15,1,0,0,1,3,2,37,0.0
4858,4858,13,0,249,4,1,0,1,1,2,0,2,0.0
4859,4859,1,11,52,4,1,0,1,1,6,2,2,0.0
4860,4860,13,5,123,15,1,0,0,1,3,2,37,0.0
4861,4861,11,0,91,4,1,0,1,1,1,0,2,0.0
4862,4862,11,0,72,4,1,0,1,1,2,0,2,0.0
4863,4863,5,14,243,15,1,0,0,1,3,3,37,0.0
4864,4864,11,0,249,4,1,0,1,1,10,1,2,0.0
4865,4865,13,0,249,4,0,0,1,1,2,0,2,0.0
4866,4866,13,5,123,15,1,0,0,1,3,2,13,0.0
4867,4867,13,5,123,15,1,0,1,1,2,3,13,0.0
4868,4868,2,9,237,5,1,0,1,1,6,8,29,1.0
4869,4869,14,5,20,15,1,1,0,1,0,2,13,0.0
4870,4870,14,11,136,5,1,0,0,1,1,2,22,0.0
4871,4871,15,0,72,15,1,0,1,1,3,4,13,0.0
4872,4872,6,0,309,15,1,0,0,1,3,2,37,0.0
4873,4873,10,9,95,15,1,0,0,1,10,7,37,0.0
4874,4874,2,9,237,5,1,0,1,1,2,8,29,1.0
4875,4875,10,5,317,15,1,0,0,1,3,2,36,0.0
4876,4876,11,10,110,4,1,0,1,1,5,2,2,0.0
4877,4877,5,0,72,4,1,0,1,1,4,0,2,0.0
4878,4878,13,5,123,15,1,0,0,1,10,4,37,0.0
4879,4879,10,3,44,5,1,0,1,1,10,3,29,1.0
4880,4880,2,3,341,5,1,0,0,1,3,8,29,1.0
4881,4881,1,3,54,5,1,0,1,1,2,6,29,1.0
4882,4882,2,5,317,15,1,0,0,1,3,2,37,0.0
4883,4883,14,0,249,4,0,0,1,1,1,0,2,0.0
4884,4884,2,0,40,4,0,0,1,1,5,0,2,0.0
4885,4885,2,0,129,4,1,0,0,1,6,1,2,0.0
4886,4886,10,0,72,4,1,0,1,1,1,0,2,0.0
4887,4887,5,0,72,15,1,0,0,1,2,3,13,0.0
4888,4888,13,11,241,5,1,0,0,1,2,2,22,0.0
4889,4889,14,0,72,4,1,0,1,1,2,2,2,0.0
4890,4890,2,5,123,15,1,0,0,1,3,4,13,0.0
4891,4891,2,3,98,5,1,0,1,1,10,0,29,1.0
4892,4892,11,0,40,4,1,0,1,1,25,2,2,0.0
4893,4893,1,5,269,15,1,0,0,1,2,1,37,0.0
4894,4894,13,5,20,15,1,0,0,1,3,2,37,0.0
4895,4895,1,0,249,4,1,0,1,1,1,0,2,0.0
4896,4896,2,0,249,4,1,0,0,1,5,1,2,0.0
4897,4897,5,5,317,15,1,0,0,1,3,2,13,0.0
4898,4898,10,0,91,15,1,0,0,1,5,2,13,0.0
4899,4899,13,5,281,15,1,0,0,1,2,1,37,0.0
4900,4900,2,5,123,15,1,0,0,1,2,2,37,0.0
4901,4901,11,11,165,15,1,0,0,1,3,2,13,0.0
4902,4902,5,14,243,15,1,0,0,1,3,0,13,0.0
4903,4903,14,15,0,16,1,0,1,3,3,4,25,0.0
4904,4904,2,5,317,15,1,0,1,1,3,6,37,0.0
4905,4905,13,5,115,15,1,0,0,1,1,2,37,0.0
4906,4906,11,11,225,15,1,0,0,1,10,2,10,0.0
4907,4907,0,3,44,15,1,1,0,1,0,7,13,1.0
4908,4908,2,11,165,15,1,0,0,1,3,2,40,0.0
4909,4909,2,5,175,15,0,0,0,1,2,0,37,0.0
4910,4910,14,11,165,15,1,0,0,1,8,2,13,0.0
4911,4911,5,5,123,15,1,0,0,3,3,4,13,0.0
4912,4912,13,5,269,15,1,0,0,1,1,1,37,0.0
4913,4913,0,0,40,4,1,0,0,1,5,1,2,0.0
4914,4914,2,0,91,4,0,0,0,1,2,1,2,0.0
4915,4915,13,5,281,15,1,0,1,1,3,3,37,0.0
4916,4916,2,3,44,5,1,0,1,1,5,9,29,1.0
4917,4917,0,9,128,5,1,0,1,1,13,3,29,1.0
4918,4918,5,5,20,15,1,0,1,1,3,4,37,0.0
4919,4919,10,0,249,4,1,0,1,1,1,1,2,0.0
4920,4920,13,5,123,15,0,0,0,3,3,4,37,0.0
4921,4921,5,5,317,15,0,0,0,1,3,2,13,0.0
4922,4922,13,5,115,15,1,0,0,1,2,2,37,0.0
4923,4923,13,0,309,15,1,0,0,1,3,6,37,0.0
4924,4924,5,0,111,4,1,0,1,1,6,1,2,0.0
4925,4925,2,5,123,15,0,0,0,1,3,2,13,0.0
4926,4926,15,11,241,5,1,0,0,1,5,2,22,0.0
4927,4927,11,5,269,15,0,0,0,1,2,0,37,0.0
4928,4928,13,14,243,15,1,0,0,1,2,4,13,0.0
4929,4929,1,0,72,4,1,0,1,1,2,0,2,0.0
4930,4930,1,0,249,4,1,0,1,1,3,2,2,0.0
4931,4931,2,0,72,15,1,0,0,1,3,1,37,0.0
4932,4932,14,0,111,4,1,0,1,1,1,0,2,0.0
4933,4933,5,5,317,15,1,0,0,1,5,4,13,0.0
4934,4934,13,5,58,14,1,0,0,1,3,7,0,0.0
4935,4935,5,5,317,15,1,0,0,1,2,4,37,0.0
4936,4936,2,5,58,15,1,0,0,1,3,4,37,0.0
4937,4937,11,0,72,4,1,0,1,1,1,1,2,0.0
4938,4938,2,0,91,4,1,0,0,1,2,1,2,0.0
4939,4939,11,6,190,15,1,0,0,1,5,2,36,0.0
4940,4940,14,5,20,15,1,0,0,1,3,2,13,0.0
4941,4941,2,5,123,15,1,0,0,1,3,2,13,0.0
4942,4942,1,3,44,15,1,0,0,1,2,2,36,0.0
4943,4943,6,10,110,15,1,0,0,1,2,3,13,0.0
4944,4944,2,5,123,15,1,0,0,1,3,2,13,0.0
4945,4945,11,10,110,4,1,0,1,1,1,1,2,0.0
4946,4946,0,8,141,3,1,0,1,1,3,4,45,1.0
4947,4947,5,5,123,15,1,0,0,1,3,2,37,0.0
4948,4948,11,0,91,15,0,0,0,1,30,4,13,0.0
4949,4949,10,3,44,15,0,0,1,1,3,3,13,1.0
4950,4950,2,11,165,15,1,0,0,1,2,2,37,0.0
4951,4951,0,0,91,4,1,0,0,1,1,0,2,0.0
4952,4952,14,0,81,4,1,0,1,1,1,1,2,0.0
4953,4953,5,5,123,15,0,0,0,1,3,2,37,0.0
4954,4954,11,5,281,15,0,0,1,1,3,2,13,0.0
4955,4955,14,5,20,15,1,0,1,1,3,2,13,0.0
4956,4956,5,9,237,5,1,0,1,1,3,8,29,1.0
4957,4957,2,0,72,4,1,0,0,1,3,1,2,0.0
4958,4958,15,11,102,15,1,0,0,1,2,2,13,0.0
4959,4959,1,0,81,4,1,0,0,1,2,0,2,0.0
4960,4960,5,0,40,4,1,0,0,1,6,2,2,0.0
4961,4961,15,0,249,4,1,0,0,1,1,0,2,0.0
4962,4962,2,9,197,15,1,0,1,1,3,2,40,1.0
4963,4963,2,11,39,15,1,0,0,1,3,2,13,0.0
4964,4964,11,0,91,4,1,0,1,1,2,1,2,0.0
4965,4965,2,11,165,15,1,0,0,1,2,5,37,0.0
4966,4966,0,19,80,15,1,0,1,1,3,7,40,1.0
4967,4967,2,0,249,15,1,0,0,1,2,4,37,0.0
4968,4968,11,0,328,4,1,0,1,1,2,1,2,0.0
4969,4969,2,3,341,15,1,0,1,1,3,6,40,0.0
4970,4970,2,5,123,15,1,0,0,1,3,4,37,0.0
4971,4971,14,0,43,15,1,0,0,1,1,1,37,0.0
4972,4972,5,5,123,15,1,0,0,1,3,6,37,0.0
4973,4973,1,0,72,4,1,0,1,1,2,0,2,0.0
4974,4974,1,11,165,15,1,0,0,1,2,2,13,0.0
4975,4975,5,3,168,7,1,0,0,1,5,4,17,0.0
4976,4976,10,3,44,5,1,0,1,1,30,6,29,1.0
4977,4977,11,0,91,4,1,0,0,1,2,1,2,0.0
4978,4978,2,5,258,4,1,0,0,1,30,3,2,0.0
4979,4979,11,11,165,4,1,0,1,1,2,1,2,0.0
4980,4980,5,0,72,4,1,0,0,1,1,0,2,0.0
4981,4981,13,0,72,4,1,0,1,1,2,1,2,0.0
4982,4982,2,0,72,15,1,0,0,1,1,4,37,0.0
4983,4983,0,14,124,15,1,0,1,1,3,3,37,0.0
4984,4984,13,0,337,4,1,0,1,1,2,0,2,0.0
4985,4985,10,0,72,15,1,0,0,3,3,2,37,0.0
4986,4986,1,0,304,15,1,0,0,1,30,0,37,0.0
4987,4987,5,6,134,15,1,0,0,1,3,3,37,0.0
4988,4988,2,9,237,5,1,0,1,1,3,9,29,1.0
4989,4989,1,0,91,15,1,0,1,1,3,2,37,0.0
4990,4990,10,14,243,15,1,0,0,1,10,0,37,0.0
4991,4991,10,14,180,15,1,0,0,1,8,6,13,0.0
4992,4992,11,6,190,15,1,0,0,1,3,4,37,0.0
4993,4993,0,12,268,3,1,0,1,1,5,4,28,0.0
4994,4994,1,0,309,4,1,0,1,1,3,0,2,0.0
4995,4995,11,0,72,4,1,0,1,1,1,2,2,0.0
4996,4996,2,9,237,5,1,0,0,1,5,8,29,1.0
4997,4997,13,5,58,15,1,0,1,1,3,5,37,0.0
4998,4998,11,11,103,15,1,0,0,1,2,2,13,0.0
4999,4999,13,5,317,15,0,0,0,1,3,2,37,0.0
5000,5000,13,11,85,15,1,0,0,1,3,4,37,0.0
5001,5001,0,0,89,4,1,0,0,1,2,1,2,0.0
5002,5002,13,5,96,15,1,0,0,1,3,3,13,0.0
5003,5003,11,0,72,4,1,0,1,1,10,3,2,0.0
5004,5004,5,5,317,15,1,0,0,1,3,7,13,0.0
5005,5005,10,11,165,4,1,0,1,1,1,0,2,0.0
5006,5006,1,5,123,5,0,0,0,1,10,2,22,0.0
5007,5007,2,6,134,15,1,0,0,1,13,2,37,0.0
5008,5008,2,5,317,15,1,0,0,1,13,3,37,0.0
5009,5009,13,0,194,4,0,0,1,1,2,0,2,0.0
5010,5010,15,11,92,15,1,0,0,1,2,2,13,0.0
5011,5011,2,0,249,4,1,0,1,1,4,1,2,0.0
5012,5012,13,0,91,15,1,0,0,1,3,2,37,0.0
5013,5013,2,5,296,15,1,0,0,1,3,4,37,0.0
5014,5014,6,11,165,15,1,0,0,1,5,0,13,0.0
5015,5015,13,5,142,15,1,0,0,1,2,4,13,0.0
5016,5016,2,5,317,15,1,0,0,1,3,4,13,0.0
5017,5017,0,3,44,15,1,0,1,1,3,7,36,1.0
5018,5018,5,5,123,15,1,0,0,1,3,2,40,0.0
5019,5019,5,0,249,4,1,0,1,1,2,1,2,0.0
5020,5020,1,3,341,5,1,0,1,1,5,4,29,1.0
5021,5021,13,5,317,15,1,0,0,1,3,4,13,0.0
5022,5022,5,0,249,4,1,0,0,1,10,1,2,0.0
5023,5023,13,11,165,15,0,0,0,1,3,2,13,0.0
5024,5024,2,5,83,15,1,0,0,1,2,4,13,0.0
5025,5025,0,19,312,15,1,0,1,1,0,9,10,1.0
5026,5026,13,5,233,15,1,0,0,1,3,4,37,0.0
5027,5027,11,5,258,15,1,0,0,1,2,0,13,0.0
5028,5028,0,0,111,4,0,0,1,1,1,0,2,0.0
5029,5029,13,5,55,15,1,0,0,1,10,4,13,0.0
5030,5030,13,11,63,15,1,0,0,1,3,2,37,0.0
5031,5031,13,5,269,15,1,0,0,1,10,4,13,0.0
5032,5032,2,0,91,4,1,0,0,1,3,0,2,0.0
5033,5033,5,5,58,15,1,0,1,1,3,8,40,0.0
5034,5034,11,5,317,15,1,0,0,1,3,6,37,0.0
5035,5035,1,5,269,15,1,0,0,1,2,1,13,0.0
5036,5036,1,0,91,15,1,0,0,1,3,2,37,0.0
5037,5037,5,6,134,15,1,0,0,1,1,2,37,0.0
5038,5038,1,0,43,15,1,0,0,1,2,3,13,0.0
5039,5039,11,5,123,15,1,0,0,1,2,1,37,0.0
5040,5040,10,0,91,15,1,0,0,1,2,3,37,0.0
5041,5041,2,3,98,5,1,0,1,1,10,8,29,1.0
5042,5042,2,0,72,4,1,0,1,1,6,0,2,0.0
5043,5043,13,5,317,15,1,0,0,1,3,4,13,0.0
