0,1,2,3,4,5,6,7,8,9,10,11,12,13
2369,14079,2,0,72,4,1,0,1,1,3,20,2,0
8934,864,15,9,95,15,1,0,1,1,0,40000,36,1
2370,1121,10,0,194,4,1,0,1,1,3,10,2,0
4842,5068,2,9,237,5,1,0,1,1,5,2000,29,1
2371,3728,13,11,30,4,1,0,1,1,2,100,2,0
1844,3915,0,9,237,5,1,0,1,1,2,5000,29,1
2372,7090,11,5,281,4,1,0,1,1,2,20,2,0
6377,12882,2,3,44,5,1,0,0,1,5,99900,29,1
2373,8381,5,5,269,15,1,0,0,1,2,500,37,0
10186,1205,2,3,44,15,1,0,1,1,0,5000,10,1
2374,5573,13,5,123,15,1,0,0,1,1,100,37,0
2477,6130,0,9,237,5,1,0,1,1,3,15001,29,1
2375,700,2,14,21,4,1,0,1,1,3,10,2,0
2483,4821,2,3,44,5,1,0,1,1,5,5000100,29,1
2376,4359,15,16,26,15,1,0,1,1,0,1000,13,0
11068,14691,0,19,312,15,1,0,1,1,0,10068,36,1
2377,1617,5,5,317,15,1,0,0,1,1,2000,40,0
4613,595,2,9,237,5,1,0,1,1,2,17335,29,1
2378,7295,1,0,40,4,1,0,1,1,1,10,2,0
6654,1346,0,3,44,15,1,0,1,1,0,1000,40,1
2379,2983,13,5,317,15,0,0,1,1,0,108,13,0
2712,3330,2,9,237,5,1,0,1,1,3,5380,29,1
2380,2940,13,5,58,15,1,0,1,1,0,300,13,0
4907,6285,0,3,44,15,1,1,0,1,0,5000,13,1
2381,908,5,11,295,15,1,0,0,1,2,500,13,0
10650,4510,2,3,341,5,1,0,0,1,1,10,29,1
2382,2457,1,11,78,15,1,0,0,1,10,100,13,0
5348,4786,15,3,341,15,1,0,1,1,0,3000,40,1
2383,3730,2,0,249,4,1,0,1,1,2,10,2,0
13007,11548,2,9,237,5,1,0,1,1,5,38200,29,1
2384,12678,5,5,83,15,1,0,1,1,0,500,37,0
8117,11955,2,3,143,15,1,0,0,3,0,500,37,1
2385,4441,13,5,123,15,1,0,0,1,2,1000,13,0
7459,4509,0,9,237,5,1,0,1,1,2,20,29,1
2386,7381,10,0,309,4,1,0,1,1,1,15,2,0
8441,1270,2,3,341,3,1,0,1,1,0,0,28,1
2387,14099,13,14,118,15,1,0,0,1,40,500,36,0
3474,10967,2,9,237,5,1,0,1,1,15,712,29,1
2388,2143,15,5,123,15,1,0,0,1,4,500,13,0
5017,4844,0,3,44,15,1,0,1,1,3,5000,36,1
2389,10805,0,0,301,15,1,0,1,1,0,240,13,0
6628,432,2,3,98,5,1,0,1,1,10,20,29,1
2390,13048,2,0,91,15,1,0,0,1,2,1000,13,0
10253,4728,2,9,237,5,1,0,1,1,2,20,29,1
2391,7423,2,5,317,15,1,0,0,1,2,100,13,0
5855,556,0,9,95,15,1,0,1,1,0,500,13,1
2392,14835,5,5,233,15,1,0,0,1,2,800,37,0
1650,11857,2,9,237,5,1,0,1,1,2,162500,29,1
2394,6311,0,10,306,15,1,0,1,1,0,68,36,0
4477,5789,0,19,316,15,1,0,1,1,3,100,36,1
2396,10553,5,0,81,15,1,0,0,1,5,10,37,0
14299,13900,13,8,298,15,1,0,0,1,200,1000,40,1
2397,12144,13,0,72,15,1,0,0,1,5,500,13,0
13037,14581,10,9,207,5,1,0,1,1,10,5900,29,1
2398,8501,5,5,175,15,1,0,0,1,2,210,13,0
3016,8627,5,3,341,15,1,0,1,1,0,1000,13,1
2399,13112,2,0,72,4,1,0,0,1,2,10,2,0
5855,556,0,9,95,15,1,0,1,1,0,500,13,1
2400,2366,13,5,317,15,0,0,1,1,0,5000,37,0
14175,9009,13,3,44,5,1,0,1,1,38,1250,29,1
2401,2185,5,5,233,15,1,0,0,1,3,3600,13,0
4976,10978,10,3,44,5,1,0,1,1,30,791,29,1
2402,6093,0,12,109,15,1,0,0,1,0,6618,13,0
1683,5353,2,9,237,5,1,0,1,1,10,35001,29,1
2403,6969,6,11,241,5,1,0,1,1,0,40,22,0
10108,13543,1,3,44,5,1,0,1,1,3,10,22,1
2404,4875,11,5,317,15,1,0,0,1,20,600,13,0
11624,9285,5,2,198,3,1,0,1,1,0,0,28,1
2405,7941,2,5,281,15,1,0,1,1,0,50,13,0
7625,780,0,0,91,15,1,0,1,1,3,200,40,1
2406,3544,13,5,123,15,0,0,0,1,3,500,13,0
14504,7101,2,9,237,5,1,0,1,1,2,200000,29,1
2407,13578,2,11,102,15,1,0,0,1,3,50,13,0
10400,8248,2,9,237,5,1,0,1,1,5,139805,29,1
2408,14080,13,14,243,15,1,0,0,1,2,500,13,0
1011,12243,2,9,237,5,1,0,1,1,2,20,29,1
2409,12503,1,5,123,15,1,0,0,1,10,1000,13,0
3475,5855,2,9,237,5,1,0,1,1,3,4200,29,1
2411,7163,2,0,97,4,1,0,1,1,3,10,2,0
4018,1427,14,2,224,15,1,0,1,1,0,100,13,1
2412,1281,0,3,205,15,1,0,1,1,0,10,13,0
4996,5255,2,9,237,5,1,0,0,1,5,20100,29,1
2413,11749,13,0,249,4,1,0,1,1,3,10,2,0
5596,8393,1,3,44,5,1,0,1,1,2,800,29,1
2414,11068,5,5,175,15,1,0,0,1,3,10,37,0
8115,9687,9,3,341,15,1,0,1,3,3,3000,36,1
2415,2224,0,3,44,15,1,0,1,1,0,2000,13,0
4735,3560,15,9,95,5,1,0,1,1,19,95,29,1
2416,4075,5,5,58,15,0,0,1,1,0,10,13,0
7046,3891,2,3,44,5,1,0,1,1,3,500,29,1
2417,5644,13,0,249,4,1,0,1,1,2,10,2,0
2712,3330,2,9,237,5,1,0,1,1,3,5380,29,1
2418,9745,14,0,129,4,1,0,1,1,2,20,2,0
7261,11965,0,9,325,15,1,0,1,1,0,1080,13,1
2419,13169,2,0,304,15,1,0,0,1,2,300,37,0
2248,13651,2,3,44,5,1,0,1,3,10,500800,29,1
2420,5350,15,0,328,4,0,0,1,1,2,10,2,0
14504,7101,2,9,237,5,1,0,1,1,2,200000,29,1
2421,682,5,5,123,15,1,0,0,1,2,500,13,0
5174,4521,2,3,44,5,1,0,1,1,3,2000,29,1
2422,7141,13,0,309,4,1,0,1,1,4,30,2,0
8627,7658,0,3,44,15,1,0,1,1,0,1500,13,1
2423,6531,5,5,123,15,1,0,0,1,3,500,13,0
8699,11027,0,9,237,5,1,0,1,1,50,2002,29,1
2424,14151,2,0,249,4,1,0,1,1,5,30,2,0
6817,14815,0,3,44,15,1,0,1,1,0,2000,37,1
2425,12587,11,6,267,15,1,0,0,1,4,50,13,0
8358,13095,0,9,197,15,1,0,0,1,4,64970,36,1
2426,12482,15,0,91,15,1,0,0,1,4,500,13,0
12700,5057,2,9,237,5,1,0,1,1,2,600,29,1
2427,9672,2,0,249,4,1,0,1,1,2,10,2,0
5017,4844,0,3,44,15,1,0,1,1,3,5000,36,1
2428,4576,2,0,72,4,1,0,0,1,6,24,2,0
11496,7195,2,9,237,5,1,0,1,1,2,28695,29,1
2430,12414,13,0,249,4,1,0,1,1,12,50,2,0
4588,9895,2,3,44,5,1,0,1,1,5,1000,29,1
2431,694,2,0,249,4,0,0,1,1,3,20,2,0
6083,297,2,9,95,15,1,0,1,1,0,5000,36,1
2433,606,2,6,215,15,1,0,0,1,7,30,13,0
8859,8021,0,9,95,5,1,0,1,1,5,15650,29,1
2434,7238,2,0,249,4,1,0,0,1,3,25,2,0
6817,14815,0,3,44,15,1,0,1,1,0,2000,37,1
2435,6943,5,5,317,15,0,0,1,1,0,1000,40,0
13013,9317,2,9,237,15,1,0,1,1,0,100,40,1
2436,5253,5,5,317,15,1,0,0,1,1,200,37,0
13800,14351,0,9,237,15,1,0,1,1,3,13000,36,1
2437,1886,0,0,121,15,1,0,1,1,0,1000,13,0
4352,2373,13,3,44,5,1,0,1,3,15,2400,29,1
2438,1290,5,0,91,15,1,0,0,1,3,160,37,0
7176,274,0,3,44,5,1,0,1,1,3,1000,29,1
2439,9910,5,0,43,15,1,0,0,1,6,50,37,0
10445,8145,2,9,237,5,1,0,1,1,2,60100,29,1
2440,925,11,0,91,15,1,0,0,1,2,50,13,0
2523,4386,10,9,68,5,1,0,1,1,10,11200,29,1
2441,342,2,6,134,15,1,0,0,1,3,100,37,0
5736,4971,0,3,44,5,1,0,1,3,6,11000,29,1
2442,8984,13,11,102,15,1,0,0,1,3,120,37,0
1208,5827,0,3,44,5,1,0,1,1,5,1000,29,1
2444,669,1,5,123,4,1,0,0,1,2,10,2,0
12949,1201,0,8,114,15,1,0,1,1,0,500,10,1
2445,3137,14,5,123,15,1,0,0,1,3,30,37,0
5190,12576,0,3,44,15,1,0,1,1,0,500,13,1
2446,13901,2,5,61,15,1,0,0,3,0,50,37,0
11028,7093,2,9,237,5,1,0,1,1,5,1520,29,1
2447,13650,0,9,197,15,1,0,1,1,3,1000,13,0
8250,11123,2,11,165,15,1,0,0,3,0,100,13,1
2448,5322,14,11,164,4,1,0,0,1,4,100,2,0
3473,8069,13,3,341,3,1,0,1,1,0,0,45,1
2449,6262,11,10,282,15,0,0,1,1,0,10,37,0
1167,11280,2,3,44,15,1,0,1,1,0,3000,40,1
2450,9042,13,5,123,15,1,0,0,1,5,550,13,0
323,5706,0,9,237,5,1,0,1,1,2,3700,29,1
2451,14116,2,0,72,4,1,0,1,1,2,10,2,0
3073,685,2,9,237,5,1,0,0,1,5,10,29,1
2452,4886,5,11,211,4,1,0,1,1,5,10,2,0
2549,3766,0,3,44,15,1,0,1,1,0,1000,13,1
2453,11164,5,0,72,4,1,0,0,1,1,10,2,0
6958,7719,11,3,44,3,1,0,0,1,0,0,28,1
2454,344,13,0,72,4,1,0,1,1,3,25,2,0
6755,3014,2,3,341,5,1,0,0,1,5,70100,29,1
2455,7221,2,0,72,15,0,0,0,1,0,200,37,0
8578,3643,0,3,44,15,1,0,1,1,3,1000,36,1
2456,6813,13,11,225,15,1,0,0,1,50,100,36,0
9647,2480,0,3,44,15,1,0,1,1,3,100,13,1
2457,552,1,0,249,4,1,0,1,1,4,10,2,0
6562,13573,0,3,44,15,1,0,1,1,3,10000,40,1
2458,2014,10,5,123,15,1,0,0,1,20,5000,13,0
7065,8171,2,3,44,5,1,0,1,1,5,53360,29,1
2459,4854,2,0,121,4,0,0,0,1,2,20,2,0
8255,696,2,0,72,15,1,0,1,1,0,100,13,1
2460,6662,5,0,249,4,1,0,0,1,1,10,2,0
2913,7167,2,9,237,5,1,0,1,1,2,20000,29,1
2462,804,0,16,133,15,1,0,1,1,3,100,37,0
10273,4200,11,19,312,15,1,0,1,3,0,10000,40,1
2463,11839,5,5,96,15,0,0,0,1,0,100,37,0
8903,11619,2,9,237,5,1,0,1,1,5,555535,29,1
2464,1070,1,0,309,15,1,0,1,1,2,1000,13,0
4783,9859,0,3,44,5,1,0,1,1,10,5000,29,1
2465,4057,2,11,136,15,0,0,1,1,3,100,13,0
9069,5636,0,19,312,15,1,0,1,3,3,10000,13,1
2466,5999,5,5,281,15,1,0,0,3,0,110,13,0
7339,4203,2,3,341,15,1,0,1,1,5,200,36,1
2467,9162,13,5,317,15,1,0,0,1,2,500,13,0
12475,13544,2,3,44,5,1,0,1,1,6,60000,29,1
2469,3551,13,5,25,4,1,0,1,1,1,10,2,0
12290,2460,1,19,312,15,1,0,1,1,3,6000,10,1
2470,11124,2,11,211,4,1,0,1,1,4,10,2,0
4094,8863,1,19,312,15,1,0,1,1,3,5000,36,1
2471,498,2,0,72,4,1,0,1,1,1,12,2,0
13519,10257,2,2,187,15,1,0,0,3,0,20,37,1
2473,9353,13,0,309,4,1,0,1,1,4,20,2,0
13078,13440,2,9,237,15,1,0,0,1,10,1000,36,1
2474,4355,2,5,123,15,1,0,0,1,3,100,13,0
5732,10245,2,9,237,5,1,0,1,1,11,200,29,1
2475,1017,0,3,205,15,1,0,1,1,0,5,13,0
7170,12321,0,3,311,15,1,1,1,1,3,100,36,1
2476,11963,13,0,249,4,1,0,1,1,3,30,2,0
11452,12988,5,3,44,15,1,0,1,1,0,500,13,1
2478,3090,5,3,44,15,1,0,1,1,0,1000,37,0
12711,10781,2,9,237,5,1,0,1,1,5,22335,29,1
2479,9594,0,6,215,15,1,0,0,1,30,100,13,0
3714,7116,2,3,98,5,1,0,1,1,10,29634,29,1
2480,1720,13,0,91,15,1,0,0,3,0,100,13,0
10445,8145,2,9,237,5,1,0,1,1,2,60100,29,1
2481,12269,13,0,15,15,1,0,0,1,5,100,13,0
7020,5885,2,9,237,5,1,0,1,1,3,1961,29,1
2482,9120,13,6,134,15,1,0,0,1,1,10,37,0
6083,297,2,9,95,15,1,0,1,1,0,5000,36,1
2484,14848,2,9,197,5,1,0,0,1,3,3100,29,0
2303,5984,0,9,237,5,1,0,0,1,5,10,29,1
2485,14264,13,0,72,15,1,0,1,1,0,200,13,0
12352,5039,2,9,237,5,1,0,1,1,5,10,29,1
2486,2251,0,0,81,4,1,0,0,1,2,10,2,0
3156,865,0,9,237,5,0,0,1,1,10,100000,29,1
2487,4995,13,0,91,4,1,0,1,1,2,10,2,0
8595,11947,0,9,237,5,1,0,1,1,10,5000,29,1
2488,5592,14,5,317,15,1,0,0,1,5,500,13,0
10922,7794,13,3,341,3,1,0,0,3,0,0,45,1
2489,12002,0,11,297,15,0,0,1,1,0,518,13,0
8047,12310,0,3,44,5,1,0,1,1,10,180460,29,1
2490,11202,13,5,317,15,0,0,0,1,0,108,13,0
7129,1440,13,3,44,5,1,0,1,1,4,1750,29,1
2491,5429,11,0,91,4,1,0,1,1,5,10,2,0
10575,32,2,9,237,5,1,0,1,1,2,2000000,29,1
2492,6218,2,0,91,4,1,0,0,1,2,50,2,0
2802,839,2,9,237,5,1,0,1,1,3,200000,29,1
2493,5960,2,5,123,15,0,0,0,1,13,500,37,0
7093,10219,2,9,237,5,1,0,1,1,5,10,29,1
2494,7113,13,5,123,15,0,0,0,1,2,100,13,0
6755,3014,2,3,341,5,1,0,0,1,5,70100,29,1
2495,11794,13,5,317,15,0,0,1,1,0,100,13,0
12191,7731,0,3,205,5,1,0,1,1,10,66970,29,1
2496,4717,5,0,91,4,1,0,0,1,3,10,2,0
13433,9472,2,9,237,5,1,0,1,1,5,10,29,1
2497,9685,1,0,129,4,1,0,1,1,10,10,2,0
9647,2480,0,3,44,15,1,0,1,1,3,100,13,1
2498,1215,13,0,72,4,1,0,1,1,2,100,2,0
7797,2929,2,9,237,5,1,0,1,1,3,100100,29,1
2499,10349,2,5,123,15,1,0,0,1,13,200,37,0
2549,3766,0,3,44,15,1,0,1,1,0,1000,13,1
2500,6323,6,5,123,15,1,0,0,1,2,500,13,0
2807,6104,5,9,237,15,1,0,1,1,0,200000,40,1
2501,5569,5,0,91,4,1,0,1,3,4,10,2,0
106,7086,5,3,44,15,1,0,1,1,0,5000,36,1
2502,13386,5,0,309,4,1,0,1,1,1,10,2,0
11635,9487,0,3,341,15,1,0,1,1,3,2000,36,1
2503,10379,1,11,165,15,1,0,0,1,1,10,37,0
3280,4472,0,3,98,5,1,0,1,1,10,5000,29,1
2504,12292,14,11,165,4,1,0,1,1,10,40,2,0
3251,3795,0,19,316,15,1,0,1,1,3,50,40,1
2505,7820,2,0,72,4,0,0,0,1,2,25,2,0
12354,8841,2,9,237,5,1,0,1,1,2,10,29,1
2506,802,5,0,249,4,1,0,0,1,2,30,2,0
2299,6172,5,9,237,5,1,0,1,1,20,10000,29,1
2507,7228,13,0,309,4,1,0,1,1,3,20,2,0
6458,13204,6,3,44,5,1,0,1,1,2,2100,29,1
2508,11381,0,3,341,15,1,0,1,1,0,10,13,0
11331,9039,2,3,54,3,1,0,0,4,0,0,27,1
2509,4456,13,5,123,15,1,0,0,1,3,100,37,0
8307,2859,0,3,44,5,0,0,1,1,3,3100,29,1
2511,445,5,5,115,15,1,0,0,1,2,500,13,0
6515,7046,13,3,244,15,1,0,0,1,0,500,36,1
2512,8952,5,5,20,15,1,0,1,1,0,100,13,0
6677,279,0,3,44,5,1,0,1,1,10,2011,29,1
2513,4684,0,0,249,4,1,0,0,1,4,10,2,0
1219,6912,0,9,237,5,1,0,1,1,2,100,29,1
2514,14367,11,5,50,15,1,0,1,1,0,1180,37,0
13371,11317,0,3,44,5,1,0,1,1,10,50200,29,1
2515,8639,5,11,165,15,0,0,1,1,0,50,37,0
2112,7143,0,9,237,15,1,0,1,1,4,100,40,1
2516,9346,0,5,96,15,1,0,1,1,2,500,36,0
3160,12608,0,9,95,5,0,0,1,1,3,100100,29,1
2517,12946,5,0,309,4,1,0,0,1,5,10,2,0
6432,4516,2,3,44,15,1,0,1,1,0,200,37,1
2518,9731,10,12,217,15,1,0,1,1,3,1008,13,0
6373,10889,5,3,44,15,1,0,1,1,0,1766,13,1
2519,14362,2,0,43,15,1,0,0,1,2,500,13,0
5041,6081,2,3,98,5,1,0,1,1,10,50000,29,1
2520,7985,0,3,31,15,1,0,1,1,5,10,40,0
852,12006,5,9,237,15,1,0,0,3,0,207600,36,1
2521,10426,2,5,317,15,1,0,1,1,0,100,40,0
11690,9574,11,3,98,15,1,0,1,1,0,50,13,1
2522,11329,15,5,258,15,1,0,0,3,0,100,13,0
3018,12514,0,9,197,15,1,0,1,1,0,300,13,1
2524,13822,6,5,123,15,1,0,0,1,2,100,13,0
4655,2464,0,9,237,5,1,0,0,1,5,10,29,1
2525,12780,5,5,123,15,1,0,0,1,3,500,13,0
8085,1319,2,3,341,15,1,0,1,1,0,200,40,1
2526,9468,2,11,225,15,1,0,0,1,2,500,13,0
1383,4641,5,3,341,15,1,0,0,1,3,200,13,1
2527,11690,0,3,341,15,0,0,1,1,3,100,37,0
5637,12939,0,3,44,3,1,0,1,1,0,0,28,1
2528,8749,5,6,138,15,1,0,0,1,5,100,13,0
5873,13216,2,9,237,5,0,0,1,1,3,150100,29,1
2529,6162,1,11,241,5,1,0,0,1,6,200,22,0
13078,13440,2,9,237,15,1,0,0,1,10,1000,36,1
2530,14523,6,11,63,15,1,0,0,1,3,100,13,0
6731,7823,1,9,237,5,1,0,1,1,10,120002,29,1
2531,5945,5,5,96,15,1,0,1,1,2,500,37,0
12078,10443,0,3,44,15,1,0,1,1,4,20000,40,1
2532,10239,13,5,233,15,1,0,0,1,3,1000,13,0
215,7909,0,3,44,5,1,0,1,1,3,4000,29,1
2533,7468,15,5,269,15,1,0,0,1,3,2000,13,0
14733,6424,2,9,237,5,1,0,1,1,2,6210,29,1
2534,2827,11,6,138,15,1,0,0,1,2,100,37,0
7046,3891,2,3,44,5,1,0,1,1,3,500,29,1
2535,2662,14,0,40,4,1,0,1,1,5,20,2,0
11963,13787,2,9,237,5,1,0,1,1,2,153100,29,1
2536,9841,2,11,164,15,1,0,0,1,3,100,13,0
816,6929,2,9,237,5,1,0,1,1,2,7260,29,1
2537,12583,0,5,220,15,0,0,1,1,2,1000,13,0
5348,4786,15,3,341,15,1,0,1,1,0,3000,40,1
2538,4789,5,5,58,15,1,0,1,1,0,500,13,0
13145,7389,0,3,44,15,1,0,1,1,0,2000,36,1
2539,13824,10,0,91,15,1,0,0,1,4,100,13,0
12812,5776,2,9,237,5,1,0,1,1,2,200,29,1
2540,1533,6,5,317,15,1,0,0,1,6,500,13,0
7496,13046,0,3,44,15,1,0,1,1,0,500,37,1
2541,12585,2,9,237,5,1,0,1,1,5,1000,29,0
5041,6081,2,3,98,5,1,0,1,1,10,50000,29,1
2542,4532,3,6,138,4,1,0,0,1,8,30,2,0
7054,10648,1,2,257,15,1,0,1,1,0,100,13,1
2543,6217,13,0,309,4,1,0,1,1,7,50,2,0
6389,35,0,9,237,5,1,0,1,1,3,5464,29,1
2544,14121,5,6,138,15,1,0,0,1,10,10,37,0
7941,2486,2,3,341,5,1,0,1,1,10,30100,29,1
2545,14185,11,0,72,4,1,0,1,1,3,10,2,0
13977,7947,2,9,237,5,1,0,1,1,5,10205,29,1
2546,12267,10,11,165,15,1,0,0,3,0,100,37,0
280,9937,5,9,197,5,1,0,1,1,11,0,29,1
2547,5862,5,5,123,15,1,0,0,1,10,100,37,0
4253,5172,13,3,44,5,1,0,1,1,2,500,29,1
2548,6984,5,5,317,15,1,0,1,1,2,158,13,0
7996,10609,0,3,44,15,1,0,0,1,0,2000,13,1
2550,7074,2,5,317,15,1,0,1,1,0,50,37,0
4946,5399,0,8,141,3,1,0,1,1,0,0,45,1
2551,2868,2,0,328,4,0,0,1,1,4,50,2,0
7877,14063,0,9,237,15,1,0,0,1,3,50000,36,1
2552,14521,13,0,256,4,1,0,1,1,1,20,2,0
11637,12808,2,3,44,5,1,0,1,1,10,2500,29,1
2553,11485,5,0,309,15,1,0,0,1,2,10,37,0
5732,10245,2,9,237,5,1,0,1,1,11,200,29,1
2554,1327,5,5,344,15,1,0,0,1,10,1000,13,0
12191,7731,0,3,205,5,1,0,1,1,10,66970,29,1
2555,10970,10,0,91,4,1,0,1,1,1,10,2,0
7419,2706,14,2,140,3,0,0,1,1,0,0,28,1
2556,7355,15,6,134,15,1,0,0,1,5,30,37,0
2443,2040,10,3,44,15,1,0,1,1,0,4600,36,1
2557,14296,5,0,91,4,1,0,0,1,2,10,2,0
13681,4584,2,9,95,5,1,0,0,1,1,13930,29,1
2558,131,0,0,40,4,1,0,0,1,2,10,2,0
13433,9472,2,9,237,5,1,0,1,1,5,10,29,1
2559,13595,11,5,61,15,1,0,0,1,2,200,37,0
14448,633,2,9,237,5,1,0,1,1,5,10,29,1
2560,8322,13,0,249,4,1,0,1,1,3,15,2,0
8755,14557,0,3,44,15,1,0,1,1,0,2000,13,1
2561,2155,5,0,72,4,1,0,1,1,3,100,2,0
7283,4793,2,3,341,15,1,0,1,1,0,5000,40,1
2562,12048,13,5,123,15,1,0,0,1,3,100,37,0
14235,4662,1,3,341,15,1,0,1,1,0,3500,36,1
2563,12999,1,6,134,15,1,0,0,1,2,10,37,0
12290,2460,1,19,312,15,1,0,1,1,3,6000,10,1
2565,3839,11,0,72,4,1,0,1,1,1,10,2,0
2837,6001,0,3,44,15,1,0,1,1,3,5000,40,1
2566,14271,2,5,317,15,1,0,0,1,0,500,37,0
2410,7291,2,9,95,5,1,0,1,1,10,195100,29,1
2567,12077,13,5,123,15,1,0,0,1,3,500,37,0
8255,696,2,0,72,15,1,0,1,1,0,100,13,1
2568,9817,1,0,309,15,1,0,0,1,10,100,37,0
9225,551,2,9,237,5,1,0,1,1,5,10,29,1
2569,14053,5,0,91,4,0,0,1,1,1,50,2,0
5778,4064,0,3,44,5,1,0,1,1,5,580,29,1
2570,1059,2,0,304,15,1,0,0,1,5,10,13,0
5537,10731,10,3,44,5,1,0,1,1,13,500,29,1
2571,9828,5,5,58,15,1,0,1,1,10,500,13,0
3538,9597,2,9,237,5,1,0,1,1,3,10100,29,1
2572,12733,13,11,165,15,1,0,0,3,0,500,13,0
12351,2632,0,3,44,15,1,0,1,1,3,180000,10,1
2573,882,13,5,61,15,1,0,0,1,1,100,13,0
10889,8576,2,9,237,5,1,0,1,1,5,14966,29,1
2574,9938,11,0,249,4,1,0,1,1,4,50,2,0
7884,1138,1,3,31,5,1,0,1,1,2,1000,29,1
2575,990,1,0,249,4,1,0,1,1,2,10,2,0
5221,194,1,3,44,15,1,0,1,1,0,1000,10,1
2576,13869,13,0,72,4,1,0,1,1,3,10,2,0
1010,65,10,3,44,5,1,0,1,1,38,245,29,1
2577,13283,5,0,91,4,1,0,0,1,9,10,2,0
9704,5417,2,9,237,5,1,0,1,1,3,20000,29,1
2578,8517,2,9,178,10,1,0,0,1,0,0,50,0
13827,6566,2,3,44,15,1,0,1,1,0,10,36,1
2579,7676,11,11,199,15,1,0,0,1,3,100,13,0
11860,8760,2,9,95,5,1,0,0,1,3,1700,29,1
2580,8640,5,5,123,15,1,0,1,1,3,500,37,0
89,4537,14,2,187,3,0,0,1,1,0,0,45,1
2581,7376,5,11,245,15,1,0,0,1,2,100,13,0
13433,9472,2,9,237,5,1,0,1,1,5,10,29,1
2582,10969,5,0,91,4,1,0,1,1,1,10,2,0
10970,5038,0,8,298,15,1,0,1,1,0,500,36,1
2584,14014,0,5,20,15,1,0,1,1,3,100,13,0
8021,13175,0,3,44,15,1,0,1,1,0,10000,13,1
2585,10154,13,11,92,15,1,0,1,1,0,100,37,0
5059,10516,2,9,237,5,1,0,1,1,3,51000,29,1
2586,9575,2,11,165,15,1,0,0,1,4,100,13,0
8254,6027,2,3,98,5,1,0,1,1,10,10,29,1
2587,6343,14,0,72,4,1,0,1,1,1,10,2,0
11014,12752,2,9,237,5,1,0,1,1,3,30100,29,1
2588,13315,5,0,81,15,1,0,0,1,3,10,37,0
13845,6547,0,9,237,15,1,0,1,1,3,1000,13,1
2589,12071,0,9,95,15,1,0,1,1,0,100,37,0
10752,13534,2,3,341,5,1,0,0,1,5,20100,29,1
2590,2914,2,0,249,4,1,0,1,1,2,18,2,0
9140,1675,2,9,237,5,1,0,1,1,2,200001,29,1
2591,11778,11,5,58,15,1,0,0,1,0,150,13,0
4976,10978,10,3,44,5,1,0,1,1,30,791,29,1
2592,6607,2,0,81,4,1,0,0,1,1,10,2,0
7936,3759,2,9,237,5,1,0,1,1,2,60000,29,1
2593,8797,5,5,123,15,1,0,0,3,0,100,37,0
11995,8051,0,3,341,15,1,0,1,1,3,100,13,1
2595,13373,2,0,249,4,1,0,1,1,10,20,2,0
4094,8863,1,19,312,15,1,0,1,1,3,5000,36,1
2596,3583,13,5,123,15,0,0,1,1,3,100,37,0
10972,4249,2,9,237,5,1,0,1,1,2,6115,29,1
2597,10158,1,0,249,4,1,0,1,1,3,15,2,0
8903,11619,2,9,237,5,1,0,1,1,5,555535,29,1
2598,13999,1,0,111,4,1,0,1,1,2,10,2,0
1683,5353,2,9,237,5,1,0,1,1,10,35001,29,1
2599,3044,0,5,281,15,0,0,0,1,0,50,37,0
4891,490,2,3,98,5,1,0,1,1,10,10,29,1
2600,4467,14,0,72,4,1,0,0,1,3,20,2,0
7791,5937,2,3,44,5,1,0,1,1,5,10,29,1
2601,9779,5,0,91,15,1,0,0,1,2,50,13,0
2671,11137,0,8,141,15,1,0,1,1,0,10,13,1
2602,11884,9,9,197,14,1,0,1,3,3,6000,0,0
7148,5146,2,9,237,5,1,0,1,1,2,20,29,1
2603,11165,2,11,165,15,1,0,1,1,3,20,37,0
5169,3833,2,9,95,15,1,0,1,1,0,1000,13,1
2604,10296,2,5,317,15,0,0,0,1,3,50,37,0
1287,9399,0,3,44,5,1,0,1,1,10,10,29,1
2605,11079,11,0,72,4,1,0,1,1,1,15,2,0
6886,8958,2,3,44,5,0,0,1,1,10,100000,29,1
2606,8496,2,0,72,4,0,0,1,1,2,20,2,0
2818,6811,11,3,44,15,1,0,1,1,0,10000,40,1
2607,4663,1,5,175,15,0,0,1,1,0,500,13,0
1398,14476,5,3,44,15,1,0,1,1,0,1000,37,1
2608,9169,11,11,165,15,0,0,0,1,4,100,13,0
9817,7988,0,3,98,15,1,0,1,1,3,1000,13,1
2609,6375,5,14,243,15,1,0,0,1,3,500,13,0
14299,13900,13,8,298,15,1,0,0,1,200,1000,40,1
2610,822,5,0,91,15,1,0,0,1,3,100,37,0
7303,138,0,3,311,15,1,1,1,1,0,50,13,1
2611,12549,2,3,19,15,1,0,1,1,0,800,13,0
8307,2859,0,3,44,5,0,0,1,1,3,3100,29,1
2612,1625,5,5,233,15,1,0,0,1,5,500,13,0
4443,4018,0,3,44,15,1,0,1,3,0,30000,40,1
2613,11935,13,5,281,15,0,0,1,1,0,500,37,0
8596,5188,2,3,44,5,1,0,1,1,3,10,29,1
2614,7092,5,0,91,15,1,0,0,1,5,10,37,0
281,3355,2,9,237,5,0,0,1,1,10,50101,29,1
2615,5690,11,5,96,15,1,0,1,1,0,6800,37,0
6179,2217,2,3,19,15,1,0,1,1,0,1000,13,1
2616,3785,6,11,30,4,1,0,1,1,10,35,2,0
